Country,Variable,Year,PercentageValue,Air_pollution_MM3,Dwellings_without_basic_facilities_%,Educational_attainment_%_Men,Educational_attainment_%_Total,Educational_attainment_%_Wemen,Employees_working_very_long_hours_%_Men,Employees_working_very_long_hours_%_Total,Employees_working_very_long_hours_%_Wemen,Employment_rate_%_Men,Employment_rate_%_Total,Employment_rate_%_Wemen,safety_at_night_%_M,safety_at_night_%_T,safety_at_night_%_F,Homicide_rate_M,Homicide_rate_T,Homicide_rate_F,Household_net_income,Household_net_wealth,Housing _xpenditure_%,Labour_market_insecurity_High%,Labour_market_insecurity_Low%,Labour_market_insecurity_M%,Labour_market_insecurity_T%,Labour_market_insecurity_F%,Life_expectancy_M,Life_expectancy_T,Life_expectancy_F,Life_satisfaction_high,Life_satisfaction_low,Life_satisfaction_M,Life_satisfaction_T,Life_satisfaction_F,Long_unemployment_rate_%_M,Long_unemployment_rate_%_T,Long_unemployment_rate_%_F,Personal earnings,Quality of support network_High_%,Quality of support network_Low_%,Quality of support network_M_%,Quality of support network_T_%,Quality of support network_F_%,Rooms_per_person,Self_reported_health_High_%,Self_reported_health_Low_%,Self_reported_health_M_%,Self_reported_health_T_%,Self_reported_health_F_%,Stakeholder_engagement_for_developing _egulations,Student skills_high,Student skills_low,Student skills_M,Student skills_T,Student skills_F,Time_devoted_to _eisure_and_personal_care_M,Time_devoted_to _eisure_and_personal_care_T,Time_devoted_to _eisure_and_personal_care_F,Voter turnout,Water_quality_M,Water_quality_T,Water_quality_F,Years_in_education_M,Years_in_education_T,Years_in_education_F
Luxembourg,PUBBIOTR,2018,13.4,12,0.5,77,77,76,5.52,3.82,1.88,70,66,63,80.3,75.8,71.5,0.6,0.6,0.5,39264,769053,21,2.02,1.59,1.4,1.7,1.9,80.1,82.8,85.4,"","",7,maybe,6.8,2.69,2.35,1.99,63062,"","",94,93,92,1.9,74,65,72,69,67,1.7,549,428,483,483,484,"","","",91,85,satisfying,83,15,15.1,15.2
Luxembourg,PUBBIOTR,2019,13.4,12,0.5,77,77,76,5.52,3.82,1.88,70,66,63,80.3,75.8,71.5,0.6,0.6,0.5,39264,769053,21,2.02,1.59,1.4,1.7,1.9,80.1,82.8,85.4,"","",7,maybe,6.8,2.69,2.35,1.99,63062,"","",94,93,92,1.9,74,65,72,69,67,1.7,549,428,483,483,484,"","","",91,85,satisfying,83,15,15.1,15.2
Netherlands,PUBBIOTR,2010,1.3,14,0.1,79,78,78,0.73,0.42,0.09,80,76,71,91.4,82,72.8,0.8,0.6,0.4,29333,157824,19,3.07,7.18,4.9,4.8,4.7,80,81.6,83.2,7.7,"",7.4,maybe,7.5,1.81,1.97,2.15,52877,"","",92,91,90,1.9,86,65,79,76,73,2.6,556,468,505,508,511,"","","",82,94,satisfying,92,18.6,18.7,18.7
Netherlands,PUBBIOTR,2011,1.1,14,0.1,79,78,78,0.73,0.42,0.09,80,76,71,91.4,82,72.8,0.8,0.6,0.4,29333,157824,19,3.07,7.18,4.9,4.8,4.7,80,81.6,83.2,7.7,"",7.4,maybe,7.5,1.81,1.97,2.15,52877,"","",92,91,90,1.9,86,65,79,76,73,2.6,556,468,505,508,511,"","","",82,94,satisfying,92,18.6,18.7,18.7
Netherlands,PUBBIOTR,2012,1.1,14,0.1,79,78,78,0.73,0.42,0.09,80,76,71,91.4,82,72.8,0.8,0.6,0.4,29333,157824,19,3.07,7.18,4.9,4.8,4.7,80,81.6,83.2,7.7,"",7.4,maybe,7.5,1.81,1.97,2.15,52877,"","",92,91,90,1.9,86,65,79,76,73,2.6,556,468,505,508,511,"","","",82,94,satisfying,92,18.6,18.7,18.7
Netherlands,PUBBIOTR,2013,1,14,0.1,79,78,78,0.73,0.42,0.09,80,76,71,91.4,82,72.8,0.8,0.6,0.4,29333,157824,19,3.07,7.18,4.9,4.8,4.7,80,81.6,83.2,7.7,"",7.4,maybe,7.5,1.81,1.97,2.15,52877,"","",92,91,90,1.9,86,65,79,76,73,2.6,556,468,505,508,511,"","","",82,94,satisfying,92,18.6,18.7,18.7
Netherlands,PUBBIOTR,2014,1,14,0.1,79,78,78,0.73,0.42,0.09,80,76,71,91.4,82,72.8,0.8,0.6,0.4,29333,157824,19,3.07,7.18,4.9,4.8,4.7,80,81.6,83.2,7.7,"",7.4,maybe,7.5,1.81,1.97,2.15,52877,"","",92,91,90,1.9,86,65,79,76,73,2.6,556,468,505,508,511,"","","",82,94,satisfying,92,18.6,18.7,18.7
Netherlands,PUBBIOTR,2015,0.9,14,0.1,79,78,78,0.73,0.42,0.09,80,76,71,91.4,82,72.8,0.8,0.6,0.4,29333,157824,19,3.07,7.18,4.9,4.8,4.7,80,81.6,83.2,7.7,"",7.4,maybe,7.5,1.81,1.97,2.15,52877,"","",92,91,90,1.9,86,65,79,76,73,2.6,556,468,505,508,511,"","","",82,94,satisfying,92,18.6,18.7,18.7
Netherlands,PUBBIOTR,2016,0.8,14,0.1,79,78,78,0.73,0.42,0.09,80,76,71,91.4,82,72.8,0.8,0.6,0.4,29333,157824,19,3.07,7.18,4.9,4.8,4.7,80,81.6,83.2,7.7,"",7.4,maybe,7.5,1.81,1.97,2.15,52877,"","",92,91,90,1.9,86,65,79,76,73,2.6,556,468,505,508,511,"","","",82,94,satisfying,92,18.6,18.7,18.7
Netherlands,PUBBIOTR,2017,0.2,14,0.1,79,78,78,0.73,0.42,0.09,80,76,71,91.4,82,72.8,0.8,0.6,0.4,29333,157824,19,3.07,7.18,4.9,4.8,4.7,80,81.6,83.2,7.7,"",7.4,maybe,7.5,1.81,1.97,2.15,52877,"","",92,91,90,1.9,86,65,79,76,73,2.6,556,468,505,508,511,"","","",82,94,satisfying,92,18.6,18.7,18.7
Netherlands,PUBBIOTR,2018,0.1,14,0.1,79,78,78,0.73,0.42,0.09,80,76,71,91.4,82,72.8,0.8,0.6,0.4,29333,157824,19,3.07,7.18,4.9,4.8,4.7,80,81.6,83.2,7.7,"",7.4,maybe,7.5,1.81,1.97,2.15,52877,"","",92,91,90,1.9,86,65,79,76,73,2.6,556,468,505,508,511,"","","",82,94,satisfying,92,18.6,18.7,18.7
Netherlands,PUBBIOTR,2019,0.1,14,0.1,79,78,78,0.73,0.42,0.09,80,76,71,91.4,82,72.8,0.8,0.6,0.4,29333,157824,19,3.07,7.18,4.9,4.8,4.7,80,81.6,83.2,7.7,"",7.4,maybe,7.5,1.81,1.97,2.15,52877,"","",92,91,90,1.9,86,65,79,76,73,2.6,556,468,505,508,511,"","","",82,94,satisfying,92,18.6,18.7,18.7
Norway,PUBBIOTR,2010,10.7,5,0,81,82,83,4.39,2.93,1.34,76,74,72,96.5,90.1,83.5,0.3,0.4,0.5,35725,228936,17,"","","","","",80.7,82.5,84.2,7.8,7.5,7.6,maybe,7.6,0.8,0.66,0.51,51212,96,91,95,94,94,2.1,86,69,79,77,75,2.2,539,472,498,504,511,15.48,15.56,15.65,78,98,satisfying,97,17.9,18.3,18.8
Norway,PUBBIOTR,2011,12.8,5,0,81,82,83,4.39,2.93,1.34,76,74,72,96.5,90.1,83.5,0.3,0.4,0.5,35725,228936,17,"","","","","",80.7,82.5,84.2,7.8,7.5,7.6,maybe,7.6,0.8,0.66,0.51,51212,96,91,95,94,94,2.1,86,69,79,77,75,2.2,539,472,498,504,511,15.48,15.56,15.65,78,98,satisfying,97,17.9,18.3,18.8
Norway,PUBBIOTR,2012,10.3,5,0,81,82,83,4.39,2.93,1.34,76,74,72,96.5,90.1,83.5,0.3,0.4,0.5,35725,228936,17,"","","","","",80.7,82.5,84.2,7.8,7.5,7.6,maybe,7.6,0.8,0.66,0.51,51212,96,91,95,94,94,2.1,86,69,79,77,75,2.2,539,472,498,504,511,15.48,15.56,15.65,78,98,satisfying,97,17.9,18.3,18.8
Norway,PUBBIOTR,2013,10.1,5,0,81,82,83,4.39,2.93,1.34,76,74,72,96.5,90.1,83.5,0.3,0.4,0.5,35725,228936,17,"","","","","",80.7,82.5,84.2,7.8,7.5,7.6,maybe,7.6,0.8,0.66,0.51,51212,96,91,95,94,94,2.1,86,69,79,77,75,2.2,539,472,498,504,511,15.48,15.56,15.65,78,98,satisfying,97,17.9,18.3,18.8
Norway,PUBBIOTR,2014,10,5,0,81,82,83,4.39,2.93,1.34,76,74,72,96.5,90.1,83.5,0.3,0.4,0.5,35725,228936,17,"","","","","",80.7,82.5,84.2,7.8,7.5,7.6,maybe,7.6,0.8,0.66,0.51,51212,96,91,95,94,94,2.1,86,69,79,77,75,2.2,539,472,498,504,511,15.48,15.56,15.65,78,98,satisfying,97,17.9,18.3,18.8
Norway,PUBBIOTR,2015,9,5,0,81,82,83,4.39,2.93,1.34,76,74,72,96.5,90.1,83.5,0.3,0.4,0.5,35725,228936,17,"","","","","",80.7,82.5,84.2,7.8,7.5,7.6,maybe,7.6,0.8,0.66,0.51,51212,96,91,95,94,94,2.1,86,69,79,77,75,2.2,539,472,498,504,511,15.48,15.56,15.65,78,98,satisfying,97,17.9,18.3,18.8
Norway,PUBBIOTR,2016,8.3,5,0,81,82,83,4.39,2.93,1.34,76,74,72,96.5,90.1,83.5,0.3,0.4,0.5,35725,228936,17,"","","","","",80.7,82.5,84.2,7.8,7.5,7.6,maybe,7.6,0.8,0.66,0.51,51212,96,91,95,94,94,2.1,86,69,79,77,75,2.2,539,472,498,504,511,15.48,15.56,15.65,78,98,satisfying,97,17.9,18.3,18.8
Norway,PUBBIOTR,2017,9.4,5,0,81,82,83,4.39,2.93,1.34,76,74,72,96.5,90.1,83.5,0.3,0.4,0.5,35725,228936,17,"","","","","",80.7,82.5,84.2,7.8,7.5,7.6,maybe,7.6,0.8,0.66,0.51,51212,96,91,95,94,94,2.1,86,69,79,77,75,2.2,539,472,498,504,511,15.48,15.56,15.65,78,98,satisfying,97,17.9,18.3,18.8
Norway,PUBBIOTR,2018,6.7,5,0,81,82,83,4.39,2.93,1.34,76,74,72,96.5,90.1,83.5,0.3,0.4,0.5,35725,228936,17,"","","","","",80.7,82.5,84.2,7.8,7.5,7.6,maybe,7.6,0.8,0.66,0.51,51212,96,91,95,94,94,2.1,86,69,79,77,75,2.2,539,472,498,504,511,15.48,15.56,15.65,78,98,satisfying,97,17.9,18.3,18.8
Norway,PUBBIOTR,2019,6.7456,5,0,81,82,83,4.39,2.93,1.34,76,74,72,96.5,90.1,83.5,0.3,0.4,0.5,35725,228936,17,"","","","","",80.7,82.5,84.2,7.8,7.5,7.6,maybe,7.6,0.8,0.66,0.51,51212,96,91,95,94,94,2.1,86,69,79,77,75,2.2,539,472,498,504,511,15.48,15.56,15.65,78,98,satisfying,97,17.9,18.3,18.8
Poland,PUBBIOTR,2010,14.9,22,3,92,92,92,9.24,5.95,2.28,73,66,59,73.9,67.3,61.2,1.1,0.7,0.4,19814,210991,22,2.92,15,6,5.7,5.3,73.9,78,82,"","",6,maybe,6.2,1.55,1.52,1.47,27046,"","",84,86,88,1.1,72,52,62,58,56,2.6,549,466,502,504,506,14.67,14.42,14.08,55,83,satisfying,81,17,17.6,18.4
Poland,PUBBIOTR,2011,13.3,22,3,92,92,92,9.24,5.95,2.28,73,66,59,73.9,67.3,61.2,1.1,0.7,0.4,19814,210991,22,2.92,15,6,5.7,5.3,73.9,78,82,"","",6,maybe,6.2,1.55,1.52,1.47,27046,"","",84,86,88,1.1,72,52,62,58,56,2.6,549,466,502,504,506,14.67,14.42,14.08,55,83,satisfying,81,17,17.6,18.4
Poland,PUBBIOTR,2012,13.9,22,3,92,92,92,9.24,5.95,2.28,73,66,59,73.9,67.3,61.2,1.1,0.7,0.4,19814,210991,22,2.92,15,6,5.7,5.3,73.9,78,82,"","",6,maybe,6.2,1.55,1.52,1.47,27046,"","",84,86,88,1.1,72,52,62,58,56,2.6,549,466,502,504,506,14.67,14.42,14.08,55,83,satisfying,81,17,17.6,18.4
Poland,PUBBIOTR,2013,14.2,22,3,92,92,92,9.24,5.95,2.28,73,66,59,73.9,67.3,61.2,1.1,0.7,0.4,19814,210991,22,2.92,15,6,5.7,5.3,73.9,78,82,"","",6,maybe,6.2,1.55,1.52,1.47,27046,"","",84,86,88,1.1,72,52,62,58,56,2.6,549,466,502,504,506,14.67,14.42,14.08,55,83,satisfying,81,17,17.6,18.4
Poland,PUBBIOTR,2014,13.8,22,3,92,92,92,9.24,5.95,2.28,73,66,59,73.9,67.3,61.2,1.1,0.7,0.4,19814,210991,22,2.92,15,6,5.7,5.3,73.9,78,82,"","",6,maybe,6.2,1.55,1.52,1.47,27046,"","",84,86,88,1.1,72,52,62,58,56,2.6,549,466,502,504,506,14.67,14.42,14.08,55,83,satisfying,81,17,17.6,18.4
Poland,PUBBIOTR,2015,13.7,22,3,92,92,92,9.24,5.95,2.28,73,66,59,73.9,67.3,61.2,1.1,0.7,0.4,19814,210991,22,2.92,15,6,5.7,5.3,73.9,78,82,"","",6,maybe,6.2,1.55,1.52,1.47,27046,"","",84,86,88,1.1,72,52,62,58,56,2.6,549,466,502,504,506,14.67,14.42,14.08,55,83,satisfying,81,17,17.6,18.4
Poland,PUBBIOTR,2016,13.7,22,3,92,92,92,9.24,5.95,2.28,73,66,59,73.9,67.3,61.2,1.1,0.7,0.4,19814,210991,22,2.92,15,6,5.7,5.3,73.9,78,82,"","",6,maybe,6.2,1.55,1.52,1.47,27046,"","",84,86,88,1.1,72,52,62,58,56,2.6,549,466,502,504,506,14.67,14.42,14.08,55,83,satisfying,81,17,17.6,18.4
Poland,PUBBIOTR,2017,14,22,3,92,92,92,9.24,5.95,2.28,73,66,59,73.9,67.3,61.2,1.1,0.7,0.4,19814,210991,22,2.92,15,6,5.7,5.3,73.9,78,82,"","",6,maybe,6.2,1.55,1.52,1.47,27046,"","",84,86,88,1.1,72,52,62,58,56,2.6,549,466,502,504,506,14.67,14.42,14.08,55,83,satisfying,81,17,17.6,18.4
Poland,PUBBIOTR,2018,14,22,3,92,92,92,9.24,5.95,2.28,73,66,59,73.9,67.3,61.2,1.1,0.7,0.4,19814,210991,22,2.92,15,6,5.7,5.3,73.9,78,82,"","",6,maybe,6.2,1.55,1.52,1.47,27046,"","",84,86,88,1.1,72,52,62,58,56,2.6,549,466,502,504,506,14.67,14.42,14.08,55,83,satisfying,81,17,17.6,18.4
Poland,PUBBIOTR,2019,14.13,22,3,92,92,92,9.24,5.95,2.28,73,66,59,73.9,67.3,61.2,1.1,0.7,0.4,19814,210991,22,2.92,15,6,5.7,5.3,73.9,78,82,"","",6,maybe,6.2,1.55,1.52,1.47,27046,"","",84,86,88,1.1,72,52,62,58,56,2.6,549,466,502,504,506,14.67,14.42,14.08,55,83,satisfying,81,17,17.6,18.4
Portugal,PUBBIOTR,2017,43.6443,10,1,43,48,52,11.29,8.27,5.46,71,68,65,84.8,73.4,63.1,1,1,1,21203,232666,21,7.46,10.76,10.2,10,9.7,78.1,81.2,84.3,6.4,4.7,5.4,maybe,5.5,4.25,4.43,4.61,25367,93,84,88,88,87,1.7,61,36,53,48,43,1.5,551,456,497,497,496,"","","",56,87,satisfying,86,16.9,16.9,17
Slovak Republic,PUBBIOTR,2016,61.8,21,1.2,93,91,90,6.04,4.14,2.04,72,66,60,71.7,63.5,55.9,1,0.8,0.6,20474,119696,23,5.02,72.16,8.4,9.9,11.4,73.8,77.3,80.7,7.1,"",6.3,maybe,6.1,4.91,4.78,4.63,24328,93,"",91,91,91,1.1,80,64,70,66,63,3,514,414,458,463,468,"","","",60,84,satisfying,85,15.3,15.8,16.2
Slovak Republic,PUBBIOTR,2017,63.2,21,1.2,93,91,90,6.04,4.14,2.04,72,66,60,71.7,63.5,55.9,1,0.8,0.6,20474,119696,23,5.02,72.16,8.4,9.9,11.4,73.8,77.3,80.7,7.1,"",6.3,maybe,6.1,4.91,4.78,4.63,24328,93,"",91,91,91,1.1,80,64,70,66,63,3,514,414,458,463,468,"","","",60,84,satisfying,85,15.3,15.8,16.2
Slovak Republic,PUBBIOTR,2018,63.9,21,1.2,93,91,90,6.04,4.14,2.04,72,66,60,71.7,63.5,55.9,1,0.8,0.6,20474,119696,23,5.02,72.16,8.4,9.9,11.4,73.8,77.3,80.7,7.1,"",6.3,maybe,6.1,4.91,4.78,4.63,24328,93,"",91,91,91,1.1,80,64,70,66,63,3,514,414,458,463,468,"","","",60,84,satisfying,85,15.3,15.8,16.2
Slovak Republic,PUBBIOTR,2019,66.3,21,1.2,93,91,90,6.04,4.14,2.04,72,66,60,71.7,63.5,55.9,1,0.8,0.6,20474,119696,23,5.02,72.16,8.4,9.9,11.4,73.8,77.3,80.7,7.1,"",6.3,maybe,6.1,4.91,4.78,4.63,24328,93,"",91,91,91,1.1,80,64,70,66,63,3,514,414,458,463,468,"","","",60,84,satisfying,85,15.3,15.8,16.2
Spain,PUBBIOTR,2010,33,11,0.1,56,59,62,5.73,4.01,2.15,68,62,57,84.7,82.1,79.7,0.7,0.6,0.5,23999,373548,21,13.05,36.71,21.1,23.1,25,80.5,83.4,86.3,"",6,6.2,maybe,6.4,6.65,7.66,8.82,38507,"",91,93,93,94,1.9,82,71,75,72,70,1.8,535,453,492,491,491,16.17,15.93,15.48,70,71,satisfying,74,17.6,17.9,18.2
Spain,PUBBIOTR,2012,27.6,11,0.1,56,59,62,5.73,4.01,2.15,68,62,57,84.7,82.1,79.7,0.7,0.6,0.5,23999,373548,21,13.05,36.71,21.1,23.1,25,80.5,83.4,86.3,"",6,6.2,maybe,6.4,6.65,7.66,8.82,38507,"",91,93,93,94,1.9,82,71,75,72,70,1.8,535,453,492,491,491,16.17,15.93,15.48,70,71,satisfying,74,17.6,17.9,18.2
Spain,PUBBIOTR,2014,31.48,11,0.1,56,59,62,5.73,4.01,2.15,68,62,57,84.7,82.1,79.7,0.7,0.6,0.5,23999,373548,21,13.05,36.71,21.1,23.1,25,80.5,83.4,86.3,"",6,6.2,maybe,6.4,6.65,7.66,8.82,38507,"",91,93,93,94,1.9,82,71,75,72,70,1.8,535,453,492,491,491,16.17,15.93,15.48,70,71,satisfying,74,17.6,17.9,18.2
Spain,PUBBIOTR,2016,29.41,11,0.1,56,59,62,5.73,4.01,2.15,68,62,57,84.7,82.1,79.7,0.7,0.6,0.5,23999,373548,21,13.05,36.71,21.1,23.1,25,80.5,83.4,86.3,"",6,6.2,maybe,6.4,6.65,7.66,8.82,38507,"",91,93,93,94,1.9,82,71,75,72,70,1.8,535,453,492,491,491,16.17,15.93,15.48,70,71,satisfying,74,17.6,17.9,18.2
Spain,PUBBIOTR,2018,29.41,11,0.1,56,59,62,5.73,4.01,2.15,68,62,57,84.7,82.1,79.7,0.7,0.6,0.5,23999,373548,21,13.05,36.71,21.1,23.1,25,80.5,83.4,86.3,"",6,6.2,maybe,6.4,6.65,7.66,8.82,38507,"",91,93,93,94,1.9,82,71,75,72,70,1.8,535,453,492,491,491,16.17,15.93,15.48,70,71,satisfying,74,17.6,17.9,18.2
Sweden,PUBBIOTR,2010,4,6,0,82,83,84,1.54,1.07,0.59,78,77,75,87.9,75.6,63.2,1.3,0.9,0.5,31287,"",19,2.15,9.51,3.9,3.2,2.4,80.6,82.4,84.1,7.7,"",7.3,maybe,7.3,1.3,1.12,0.92,42393,92,"",91,91,92,1.7,86,64,78,75,72,2,543,454,488,496,504,15.12,15.18,15.23,86,96,satisfying,96,18.5,19.3,20.1
Sweden,PUBBIOTR,2011,4,6,0,82,83,84,1.54,1.07,0.59,78,77,75,87.9,75.6,63.2,1.3,0.9,0.5,31287,"",19,2.15,9.51,3.9,3.2,2.4,80.6,82.4,84.1,7.7,"",7.3,maybe,7.3,1.3,1.12,0.92,42393,92,"",91,91,92,1.7,86,64,78,75,72,2,543,454,488,496,504,15.12,15.18,15.23,86,96,satisfying,96,18.5,19.3,20.1
Sweden,PUBBIOTR,2012,4,6,0,82,83,84,1.54,1.07,0.59,78,77,75,87.9,75.6,63.2,1.3,0.9,0.5,31287,"",19,2.15,9.51,3.9,3.2,2.4,80.6,82.4,84.1,7.7,"",7.3,maybe,7.3,1.3,1.12,0.92,42393,92,"",91,91,92,1.7,86,64,78,75,72,2,543,454,488,496,504,15.12,15.18,15.23,86,96,satisfying,96,18.5,19.3,20.1
Sweden,PUBBIOTR,2013,4,6,0,82,83,84,1.54,1.07,0.59,78,77,75,87.9,75.6,63.2,1.3,0.9,0.5,31287,"",19,2.15,9.51,3.9,3.2,2.4,80.6,82.4,84.1,7.7,"",7.3,maybe,7.3,1.3,1.12,0.92,42393,92,"",91,91,92,1.7,86,64,78,75,72,2,543,454,488,496,504,15.12,15.18,15.23,86,96,satisfying,96,18.5,19.3,20.1
Sweden,PUBBIOTR,2014,4,6,0,82,83,84,1.54,1.07,0.59,78,77,75,87.9,75.6,63.2,1.3,0.9,0.5,31287,"",19,2.15,9.51,3.9,3.2,2.4,80.6,82.4,84.1,7.7,"",7.3,maybe,7.3,1.3,1.12,0.92,42393,92,"",91,91,92,1.7,86,64,78,75,72,2,543,454,488,496,504,15.12,15.18,15.23,86,96,satisfying,96,18.5,19.3,20.1
Sweden,PUBBIOTR,2015,4,6,0,82,83,84,1.54,1.07,0.59,78,77,75,87.9,75.6,63.2,1.3,0.9,0.5,31287,"",19,2.15,9.51,3.9,3.2,2.4,80.6,82.4,84.1,7.7,"",7.3,maybe,7.3,1.3,1.12,0.92,42393,92,"",91,91,92,1.7,86,64,78,75,72,2,543,454,488,496,504,15.12,15.18,15.23,86,96,satisfying,96,18.5,19.3,20.1
Sweden,PUBBIOTR,2016,4,6,0,82,83,84,1.54,1.07,0.59,78,77,75,87.9,75.6,63.2,1.3,0.9,0.5,31287,"",19,2.15,9.51,3.9,3.2,2.4,80.6,82.4,84.1,7.7,"",7.3,maybe,7.3,1.3,1.12,0.92,42393,92,"",91,91,92,1.7,86,64,78,75,72,2,543,454,488,496,504,15.12,15.18,15.23,86,96,satisfying,96,18.5,19.3,20.1
Sweden,PUBBIOTR,2017,4,6,0,82,83,84,1.54,1.07,0.59,78,77,75,87.9,75.6,63.2,1.3,0.9,0.5,31287,"",19,2.15,9.51,3.9,3.2,2.4,80.6,82.4,84.1,7.7,"",7.3,maybe,7.3,1.3,1.12,0.92,42393,92,"",91,91,92,1.7,86,64,78,75,72,2,543,454,488,496,504,15.12,15.18,15.23,86,96,satisfying,96,18.5,19.3,20.1
Switzerland,PUBBIOTR,2010,20,15,0.1,89,88,86,0.45,0.37,0.29,84,80,75,88.8,85.3,81.9,0.7,0.6,0.5,37466,"",22,"","","","","",81.7,83.7,85.6,"","",7.5,maybe,7.5,1.66,1.82,2,62283,"","",94,93,93,1.9,86,67,80,78,76,2.3,558,460,505,506,508,"","","",49,95,satisfying,96,17.6,17.5,17.4
Switzerland,PUBBIOTR,2013,11,15,0.1,89,88,86,0.45,0.37,0.29,84,80,75,88.8,85.3,81.9,0.7,0.6,0.5,37466,"",22,"","","","","",81.7,83.7,85.6,"","",7.5,maybe,7.5,1.66,1.82,2,62283,"","",94,93,93,1.9,86,67,80,78,76,2.3,558,460,505,506,508,"","","",49,95,satisfying,96,17.6,17.5,17.4
Turkey,PUBBIOTR,2010,19.8,20,8,43,39,35,36.01,32.64,24.48,71,52,32,67.3,59.8,52.4,2.2,1.4,0.5,"","",20,11.48,11.22,10.2,12.5,14.9,75.3,78,80.7,6,5.2,5.4,maybe,5.5,1.65,2.39,3.94,"",90,82,86,86,86,1,78,66,74,69,65,1.5,460,400,420,425,429,14.97,14.79,14.2,86,65,maybe,65,18.6,18.3,18
Turkey,PUBBIOTR,2012,20.2,20,8,43,39,35,36.01,32.64,24.48,71,52,32,67.3,59.8,52.4,2.2,1.4,0.5,"","",20,11.48,11.22,10.2,12.5,14.9,75.3,78,80.7,6,5.2,5.4,maybe,5.5,1.65,2.39,3.94,"",90,82,86,86,86,1,78,66,74,69,65,1.5,460,400,420,425,429,14.97,14.79,14.2,86,65,maybe,65,18.6,18.3,18
Turkey,PUBBIOTR,2014,22.959,20,8,43,39,35,36.01,32.64,24.48,71,52,32,67.3,59.8,52.4,2.2,1.4,0.5,"","",20,11.48,11.22,10.2,12.5,14.9,75.3,78,80.7,6,5.2,5.4,maybe,5.5,1.65,2.39,3.94,"",90,82,86,86,86,1,78,66,74,69,65,1.5,460,400,420,425,429,14.97,14.79,14.2,86,65,maybe,65,18.6,18.3,18
Turkey,PUBBIOTR,2015,23.685,20,8,43,39,35,36.01,32.64,24.48,71,52,32,67.3,59.8,52.4,2.2,1.4,0.5,"","",20,11.48,11.22,10.2,12.5,14.9,75.3,78,80.7,6,5.2,5.4,maybe,5.5,1.65,2.39,3.94,"",90,82,86,86,86,1,78,66,74,69,65,1.5,460,400,420,425,429,14.97,14.79,14.2,86,65,maybe,65,18.6,18.3,18
Turkey,PUBBIOTR,2016,23.883,20,8,43,39,35,36.01,32.64,24.48,71,52,32,67.3,59.8,52.4,2.2,1.4,0.5,"","",20,11.48,11.22,10.2,12.5,14.9,75.3,78,80.7,6,5.2,5.4,maybe,5.5,1.65,2.39,3.94,"",90,82,86,86,86,1,78,66,74,69,65,1.5,460,400,420,425,429,14.97,14.79,14.2,86,65,maybe,65,18.6,18.3,18
Turkey,PUBBIOTR,2017,24.215,20,8,43,39,35,36.01,32.64,24.48,71,52,32,67.3,59.8,52.4,2.2,1.4,0.5,"","",20,11.48,11.22,10.2,12.5,14.9,75.3,78,80.7,6,5.2,5.4,maybe,5.5,1.65,2.39,3.94,"",90,82,86,86,86,1,78,66,74,69,65,1.5,460,400,420,425,429,14.97,14.79,14.2,86,65,maybe,65,18.6,18.3,18
Turkey,PUBBIOTR,2018,24.203,20,8,43,39,35,36.01,32.64,24.48,71,52,32,67.3,59.8,52.4,2.2,1.4,0.5,"","",20,11.48,11.22,10.2,12.5,14.9,75.3,78,80.7,6,5.2,5.4,maybe,5.5,1.65,2.39,3.94,"",90,82,86,86,86,1,78,66,74,69,65,1.5,460,400,420,425,429,14.97,14.79,14.2,86,65,maybe,65,18.6,18.3,18
United Kingdom,PUBBIOTR,2010,49.6,11,0.3,81,81,81,17.66,12.15,6.56,80,75,70,81.3,77.7,74.3,0.2,0.2,0.1,28715,548392,26,3.1,7.02,4.9,4.5,4.2,79.4,81.2,83,7.1,6.8,6.9,maybe,6.7,1.3,1.13,0.95,43732,"","",94,94,94,1.9,83,60,69,69,69,3.1,546,466,498,500,502,14.97,14.92,14.86,69,82,satisfying,85,17,17.5,18
United Kingdom,PUBBIOTR,2014,43,11,0.3,81,81,81,17.66,12.15,6.56,80,75,70,81.3,77.7,74.3,0.2,0.2,0.1,28715,548392,26,3.1,7.02,4.9,4.5,4.2,79.4,81.2,83,7.1,6.8,6.9,maybe,6.7,1.3,1.13,0.95,43732,"","",94,94,94,1.9,83,60,69,69,69,3.1,546,466,498,500,502,14.97,14.92,14.86,69,82,satisfying,85,17,17.5,18
United States,PUBBIOTR,2012,28.5,10,0.1,90,91,91,15.21,11.09,6.67,75,70,65,84,73.9,63.8,8.8,5.5,2.2,45284,632100,19,4.35,17.91,7.8,7.7,7.6,76.1,78.6,81.1,7.4,"",6.8,maybe,6.9,0.68,0.66,0.63,60558,95,"",89,91,92,2.4,96,74,89,88,87,3.1,534,450,487,488,488,14.48,14.44,14.4,65,82,satisfying,83,16.7,17.2,17.7
Estonia,PUBBIOTR,2010,13.6,8,7,85,89,92,3.72,2.42,1.17,77,74,71,80.7,69,59.2,4.9,3.1,1.5,19697,159373,17,2.43,8.03,4.1,3.8,3.6,73.3,77.8,82.2,6.3,5.4,5.8,maybe,5.7,2.22,1.92,1.61,24336,92,89,91,92,92,1.6,79,33,56,53,51,2.7,562,494,521,524,528,15.33,14.9,14.43,64,85,satisfying,83,17.1,17.7,18.3
