Country,Variable,Year,PercentageValue,Air_pollution_MM3,Dwellings_without_basic_facilities_%,Educational_attainment_%_Men,Educational_attainment_%_Total,Educational_attainment_%_Wemen,Employees_working_very_long_hours_%_Men,Employees_working_very_long_hours_%_Total,Employees_working_very_long_hours_%_Wemen,Employment_rate_%_Men,Employment_rate_%_Total,Employment_rate_%_Wemen,safety_at_night_%_M,safety_at_night_%_T,safety_at_night_%_F,Homicide_rate_M,Homicide_rate_T,Homicide_rate_F,Household_net_income,Household_net_wealth,Housing _xpenditure_%,Labour_market_insecurity_High%,Labour_market_insecurity_Low%,Labour_market_insecurity_M%,Labour_market_insecurity_T%,Labour_market_insecurity_F%,Life_expectancy_M,Life_expectancy_T,Life_expectancy_F,Life_satisfaction_high,Life_satisfaction_low,Life_satisfaction_M,Life_satisfaction_T,Life_satisfaction_F,Long_unemployment_rate_%_M,Long_unemployment_rate_%_T,Long_unemployment_rate_%_F,Personal earnings,Quality of support network_High_%,Quality of support network_Low_%,Quality of support network_M_%,Quality of support network_T_%,Quality of support network_F_%,Rooms_per_person,Self_reported_health_High_%,Self_reported_health_Low_%,Self_reported_health_M_%,Self_reported_health_T_%,Self_reported_health_F_%,Stakeholder_engagement_for_developing _egulations,Student skills_high,Student skills_low,Student skills_M,Student skills_T,Student skills_F,Time_devoted_to _eisure_and_personal_care_M,Time_devoted_to _eisure_and_personal_care_T,Time_devoted_to _eisure_and_personal_care_F,Voter turnout,Water_quality_M,Water_quality_T,Water_quality_F,Years_in_education_M,Years_in_education_T,Years_in_education_F
Switzerland,PUBTOTTR,2010,98,15,0.1,89,88,86,0.45,0.37,0.29,84,80,75,88.8,85.3,81.9,0.7,0.6,0.5,37466,"",22,"","","","","",81.7,83.7,85.6,"","",7.5,maybe,7.5,1.66,1.82,2,62283,"","",94,93,93,1.9,86,67,80,78,76,2.3,558,460,505,506,508,"","","",49,95,satisfying,96,17.6,17.5,17.4
Switzerland,PUBTOTTR,2013,98,15,0.1,89,88,86,0.45,0.37,0.29,84,80,75,88.8,85.3,81.9,0.7,0.6,0.5,37466,"",22,"","","","","",81.7,83.7,85.6,"","",7.5,maybe,7.5,1.66,1.82,2,62283,"","",94,93,93,1.9,86,67,80,78,76,2.3,558,460,505,506,508,"","","",49,95,satisfying,96,17.6,17.5,17.4
Switzerland,PUBNOTR,2010,1.7,15,0.1,89,88,86,0.45,0.37,0.29,84,80,75,88.8,85.3,81.9,0.7,0.6,0.5,37466,"",22,"","","","","",81.7,83.7,85.6,"","",7.5,maybe,7.5,1.66,1.82,2,62283,"","",94,93,93,1.9,86,67,80,78,76,2.3,558,460,505,506,508,"","","",49,95,satisfying,96,17.6,17.5,17.4
Switzerland,PUBNOTR,2013,1.7,15,0.1,89,88,86,0.45,0.37,0.29,84,80,75,88.8,85.3,81.9,0.7,0.6,0.5,37466,"",22,"","","","","",81.7,83.7,85.6,"","",7.5,maybe,7.5,1.66,1.82,2,62283,"","",94,93,93,1.9,86,67,80,78,76,2.3,558,460,505,506,508,"","","",49,95,satisfying,96,17.6,17.5,17.4
United Kingdom,INDEPDTR,2010,0,11,0.3,81,81,81,17.66,12.15,6.56,80,75,70,81.3,77.7,74.3,0.2,0.2,0.1,28715,548392,26,3.1,7.02,4.9,4.5,4.2,79.4,81.2,83,7.1,6.8,6.9,maybe,6.7,1.3,1.13,0.95,43732,"","",94,94,94,1.9,83,60,69,69,69,3.1,546,466,498,500,502,14.97,14.92,14.86,69,82,satisfying,85,17,17.5,18
United Kingdom,INDEPDTR,2012,2,11,0.3,81,81,81,17.66,12.15,6.56,80,75,70,81.3,77.7,74.3,0.2,0.2,0.1,28715,548392,26,3.1,7.02,4.9,4.5,4.2,79.4,81.2,83,7.1,6.8,6.9,maybe,6.7,1.3,1.13,0.95,43732,"","",94,94,94,1.9,83,60,69,69,69,3.1,546,466,498,500,502,14.97,14.92,14.86,69,82,satisfying,85,17,17.5,18
Slovak Republic,TOTTR,2010,98.53,21,1.2,93,91,90,6.04,4.14,2.04,72,66,60,71.7,63.5,55.9,1,0.8,0.6,20474,119696,23,5.02,72.16,8.4,9.9,11.4,73.8,77.3,80.7,7.1,"",6.3,maybe,6.1,4.91,4.78,4.63,24328,93,"",91,91,91,1.1,80,64,70,66,63,3,514,414,458,463,468,"","","",60,84,satisfying,85,15.3,15.8,16.2
Slovak Republic,TOTTR,2011,98.38,21,1.2,93,91,90,6.04,4.14,2.04,72,66,60,71.7,63.5,55.9,1,0.8,0.6,20474,119696,23,5.02,72.16,8.4,9.9,11.4,73.8,77.3,80.7,7.1,"",6.3,maybe,6.1,4.91,4.78,4.63,24328,93,"",91,91,91,1.1,80,64,70,66,63,3,514,414,458,463,468,"","","",60,84,satisfying,85,15.3,15.8,16.2
Slovak Republic,TOTTR,2012,98.6,21,1.2,93,91,90,6.04,4.14,2.04,72,66,60,71.7,63.5,55.9,1,0.8,0.6,20474,119696,23,5.02,72.16,8.4,9.9,11.4,73.8,77.3,80.7,7.1,"",6.3,maybe,6.1,4.91,4.78,4.63,24328,93,"",91,91,91,1.1,80,64,70,66,63,3,514,414,458,463,468,"","","",60,84,satisfying,85,15.3,15.8,16.2
Slovak Republic,TOTTR,2013,98.48,21,1.2,93,91,90,6.04,4.14,2.04,72,66,60,71.7,63.5,55.9,1,0.8,0.6,20474,119696,23,5.02,72.16,8.4,9.9,11.4,73.8,77.3,80.7,7.1,"",6.3,maybe,6.1,4.91,4.78,4.63,24328,93,"",91,91,91,1.1,80,64,70,66,63,3,514,414,458,463,468,"","","",60,84,satisfying,85,15.3,15.8,16.2
Slovak Republic,TOTTR,2014,99.02,21,1.2,93,91,90,6.04,4.14,2.04,72,66,60,71.7,63.5,55.9,1,0.8,0.6,20474,119696,23,5.02,72.16,8.4,9.9,11.4,73.8,77.3,80.7,7.1,"",6.3,maybe,6.1,4.91,4.78,4.63,24328,93,"",91,91,91,1.1,80,64,70,66,63,3,514,414,458,463,468,"","","",60,84,satisfying,85,15.3,15.8,16.2
Slovak Republic,TOTTR,2015,99.3,21,1.2,93,91,90,6.04,4.14,2.04,72,66,60,71.7,63.5,55.9,1,0.8,0.6,20474,119696,23,5.02,72.16,8.4,9.9,11.4,73.8,77.3,80.7,7.1,"",6.3,maybe,6.1,4.91,4.78,4.63,24328,93,"",91,91,91,1.1,80,64,70,66,63,3,514,414,458,463,468,"","","",60,84,satisfying,85,15.3,15.8,16.2
Slovak Republic,TOTTR,2016,99.47,21,1.2,93,91,90,6.04,4.14,2.04,72,66,60,71.7,63.5,55.9,1,0.8,0.6,20474,119696,23,5.02,72.16,8.4,9.9,11.4,73.8,77.3,80.7,7.1,"",6.3,maybe,6.1,4.91,4.78,4.63,24328,93,"",91,91,91,1.1,80,64,70,66,63,3,514,414,458,463,468,"","","",60,84,satisfying,85,15.3,15.8,16.2
Slovak Republic,TOTTR,2017,99.5,21,1.2,93,91,90,6.04,4.14,2.04,72,66,60,71.7,63.5,55.9,1,0.8,0.6,20474,119696,23,5.02,72.16,8.4,9.9,11.4,73.8,77.3,80.7,7.1,"",6.3,maybe,6.1,4.91,4.78,4.63,24328,93,"",91,91,91,1.1,80,64,70,66,63,3,514,414,458,463,468,"","","",60,84,satisfying,85,15.3,15.8,16.2
Finland,TOTTR,2010,100,6,0.5,85,88,91,5.72,3.81,1.92,72,70,69,94.5,85.1,76.2,1.9,1.3,0.6,29943,200827,23,3.41,7.43,4.9,3.9,2.9,78.6,81.5,84.4,8.2,7.2,7.5,maybe,7.8,2.44,2.13,1.8,42964,97,92,94,95,96,1.9,83,57,72,70,69,2.2,562,487,511,523,535,15.28,15.17,15.04,67,96,satisfying,94,19.4,19.8,20.3
Finland,TOTTR,2011,100,6,0.5,85,88,91,5.72,3.81,1.92,72,70,69,94.5,85.1,76.2,1.9,1.3,0.6,29943,200827,23,3.41,7.43,4.9,3.9,2.9,78.6,81.5,84.4,8.2,7.2,7.5,maybe,7.8,2.44,2.13,1.8,42964,97,92,94,95,96,1.9,83,57,72,70,69,2.2,562,487,511,523,535,15.28,15.17,15.04,67,96,satisfying,94,19.4,19.8,20.3
Finland,TOTTR,2012,100,6,0.5,85,88,91,5.72,3.81,1.92,72,70,69,94.5,85.1,76.2,1.9,1.3,0.6,29943,200827,23,3.41,7.43,4.9,3.9,2.9,78.6,81.5,84.4,8.2,7.2,7.5,maybe,7.8,2.44,2.13,1.8,42964,97,92,94,95,96,1.9,83,57,72,70,69,2.2,562,487,511,523,535,15.28,15.17,15.04,67,96,satisfying,94,19.4,19.8,20.3
Finland,TOTTR,2013,100,6,0.5,85,88,91,5.72,3.81,1.92,72,70,69,94.5,85.1,76.2,1.9,1.3,0.6,29943,200827,23,3.41,7.43,4.9,3.9,2.9,78.6,81.5,84.4,8.2,7.2,7.5,maybe,7.8,2.44,2.13,1.8,42964,97,92,94,95,96,1.9,83,57,72,70,69,2.2,562,487,511,523,535,15.28,15.17,15.04,67,96,satisfying,94,19.4,19.8,20.3
Finland,TOTTR,2014,100,6,0.5,85,88,91,5.72,3.81,1.92,72,70,69,94.5,85.1,76.2,1.9,1.3,0.6,29943,200827,23,3.41,7.43,4.9,3.9,2.9,78.6,81.5,84.4,8.2,7.2,7.5,maybe,7.8,2.44,2.13,1.8,42964,97,92,94,95,96,1.9,83,57,72,70,69,2.2,562,487,511,523,535,15.28,15.17,15.04,67,96,satisfying,94,19.4,19.8,20.3
Finland,TOTTR,2018,100,6,0.5,85,88,91,5.72,3.81,1.92,72,70,69,94.5,85.1,76.2,1.9,1.3,0.6,29943,200827,23,3.41,7.43,4.9,3.9,2.9,78.6,81.5,84.4,8.2,7.2,7.5,maybe,7.8,2.44,2.13,1.8,42964,97,92,94,95,96,1.9,83,57,72,70,69,2.2,562,487,511,523,535,15.28,15.17,15.04,67,96,satisfying,94,19.4,19.8,20.3
Czech Republic,TOTTR,2010,79.4,20,0.7,95,94,92,8.63,5.65,2.21,81,74,66,82.7,72.3,62.6,0.5,0.5,0.5,21453,"",24,1.5,25.14,2.8,3.1,3.5,76.1,79.1,82.1,"","",6.7,maybe,6.7,0.85,1.04,1.28,25372,95,"",90,91,91,1.4,79,44,62,60,59,1.6,548,440,489,491,493,"","","",61,87,satisfying,86,17.3,17.9,18.5
Czech Republic,TOTTR,2011,80.6,20,0.7,95,94,92,8.63,5.65,2.21,81,74,66,82.7,72.3,62.6,0.5,0.5,0.5,21453,"",24,1.5,25.14,2.8,3.1,3.5,76.1,79.1,82.1,"","",6.7,maybe,6.7,0.85,1.04,1.28,25372,95,"",90,91,91,1.4,79,44,62,60,59,1.6,548,440,489,491,493,"","","",61,87,satisfying,86,17.3,17.9,18.5
Czech Republic,TOTTR,2012,78.1,20,0.7,95,94,92,8.63,5.65,2.21,81,74,66,82.7,72.3,62.6,0.5,0.5,0.5,21453,"",24,1.5,25.14,2.8,3.1,3.5,76.1,79.1,82.1,"","",6.7,maybe,6.7,0.85,1.04,1.28,25372,95,"",90,91,91,1.4,79,44,62,60,59,1.6,548,440,489,491,493,"","","",61,87,satisfying,86,17.3,17.9,18.5
Czech Republic,TOTTR,2013,80,20,0.7,95,94,92,8.63,5.65,2.21,81,74,66,82.7,72.3,62.6,0.5,0.5,0.5,21453,"",24,1.5,25.14,2.8,3.1,3.5,76.1,79.1,82.1,"","",6.7,maybe,6.7,0.85,1.04,1.28,25372,95,"",90,91,91,1.4,79,44,62,60,59,1.6,548,440,489,491,493,"","","",61,87,satisfying,86,17.3,17.9,18.5
Czech Republic,TOTTR,2014,79.9,20,0.7,95,94,92,8.63,5.65,2.21,81,74,66,82.7,72.3,62.6,0.5,0.5,0.5,21453,"",24,1.5,25.14,2.8,3.1,3.5,76.1,79.1,82.1,"","",6.7,maybe,6.7,0.85,1.04,1.28,25372,95,"",90,91,91,1.4,79,44,62,60,59,1.6,548,440,489,491,493,"","","",61,87,satisfying,86,17.3,17.9,18.5
Czech Republic,TOTTR,2015,80.8,20,0.7,95,94,92,8.63,5.65,2.21,81,74,66,82.7,72.3,62.6,0.5,0.5,0.5,21453,"",24,1.5,25.14,2.8,3.1,3.5,76.1,79.1,82.1,"","",6.7,maybe,6.7,0.85,1.04,1.28,25372,95,"",90,91,91,1.4,79,44,62,60,59,1.6,548,440,489,491,493,"","","",61,87,satisfying,86,17.3,17.9,18.5
Czech Republic,TOTTR,2016,81.3,20,0.7,95,94,92,8.63,5.65,2.21,81,74,66,82.7,72.3,62.6,0.5,0.5,0.5,21453,"",24,1.5,25.14,2.8,3.1,3.5,76.1,79.1,82.1,"","",6.7,maybe,6.7,0.85,1.04,1.28,25372,95,"",90,91,91,1.4,79,44,62,60,59,1.6,548,440,489,491,493,"","","",61,87,satisfying,86,17.3,17.9,18.5
Czech Republic,TOTTR,2017,82.4,20,0.7,95,94,92,8.63,5.65,2.21,81,74,66,82.7,72.3,62.6,0.5,0.5,0.5,21453,"",24,1.5,25.14,2.8,3.1,3.5,76.1,79.1,82.1,"","",6.7,maybe,6.7,0.85,1.04,1.28,25372,95,"",90,91,91,1.4,79,44,62,60,59,1.6,548,440,489,491,493,"","","",61,87,satisfying,86,17.3,17.9,18.5
Czech Republic,TOTTR,2018,82.4,20,0.7,95,94,92,8.63,5.65,2.21,81,74,66,82.7,72.3,62.6,0.5,0.5,0.5,21453,"",24,1.5,25.14,2.8,3.1,3.5,76.1,79.1,82.1,"","",6.7,maybe,6.7,0.85,1.04,1.28,25372,95,"",90,91,91,1.4,79,44,62,60,59,1.6,548,440,489,491,493,"","","",61,87,satisfying,86,17.3,17.9,18.5
Poland,PUBTOTTR,2010,64.6,22,3,92,92,92,9.24,5.95,2.28,73,66,59,73.9,67.3,61.2,1.1,0.7,0.4,19814,210991,22,2.92,15,6,5.7,5.3,73.9,78,82,"","",6,maybe,6.2,1.55,1.52,1.47,27046,"","",84,86,88,1.1,72,52,62,58,56,2.6,549,466,502,504,506,14.67,14.42,14.08,55,83,satisfying,81,17,17.6,18.4
Poland,PUBTOTTR,2011,65.6,22,3,92,92,92,9.24,5.95,2.28,73,66,59,73.9,67.3,61.2,1.1,0.7,0.4,19814,210991,22,2.92,15,6,5.7,5.3,73.9,78,82,"","",6,maybe,6.2,1.55,1.52,1.47,27046,"","",84,86,88,1.1,72,52,62,58,56,2.6,549,466,502,504,506,14.67,14.42,14.08,55,83,satisfying,81,17,17.6,18.4
Poland,PUBTOTTR,2012,68.7,22,3,92,92,92,9.24,5.95,2.28,73,66,59,73.9,67.3,61.2,1.1,0.7,0.4,19814,210991,22,2.92,15,6,5.7,5.3,73.9,78,82,"","",6,maybe,6.2,1.55,1.52,1.47,27046,"","",84,86,88,1.1,72,52,62,58,56,2.6,549,466,502,504,506,14.67,14.42,14.08,55,83,satisfying,81,17,17.6,18.4
Poland,PUBTOTTR,2013,70.3,22,3,92,92,92,9.24,5.95,2.28,73,66,59,73.9,67.3,61.2,1.1,0.7,0.4,19814,210991,22,2.92,15,6,5.7,5.3,73.9,78,82,"","",6,maybe,6.2,1.55,1.52,1.47,27046,"","",84,86,88,1.1,72,52,62,58,56,2.6,549,466,502,504,506,14.67,14.42,14.08,55,83,satisfying,81,17,17.6,18.4
Poland,PUBTOTTR,2014,71.4,22,3,92,92,92,9.24,5.95,2.28,73,66,59,73.9,67.3,61.2,1.1,0.7,0.4,19814,210991,22,2.92,15,6,5.7,5.3,73.9,78,82,"","",6,maybe,6.2,1.55,1.52,1.47,27046,"","",84,86,88,1.1,72,52,62,58,56,2.6,549,466,502,504,506,14.67,14.42,14.08,55,83,satisfying,81,17,17.6,18.4
Poland,PUBTOTTR,2015,72.6,22,3,92,92,92,9.24,5.95,2.28,73,66,59,73.9,67.3,61.2,1.1,0.7,0.4,19814,210991,22,2.92,15,6,5.7,5.3,73.9,78,82,"","",6,maybe,6.2,1.55,1.52,1.47,27046,"","",84,86,88,1.1,72,52,62,58,56,2.6,549,466,502,504,506,14.67,14.42,14.08,55,83,satisfying,81,17,17.6,18.4
Poland,PUBTOTTR,2016,73.5,22,3,92,92,92,9.24,5.95,2.28,73,66,59,73.9,67.3,61.2,1.1,0.7,0.4,19814,210991,22,2.92,15,6,5.7,5.3,73.9,78,82,"","",6,maybe,6.2,1.55,1.52,1.47,27046,"","",84,86,88,1.1,72,52,62,58,56,2.6,549,466,502,504,506,14.67,14.42,14.08,55,83,satisfying,81,17,17.6,18.4
Poland,PUBTOTTR,2017,73.5,22,3,92,92,92,9.24,5.95,2.28,73,66,59,73.9,67.3,61.2,1.1,0.7,0.4,19814,210991,22,2.92,15,6,5.7,5.3,73.9,78,82,"","",6,maybe,6.2,1.55,1.52,1.47,27046,"","",84,86,88,1.1,72,52,62,58,56,2.6,549,466,502,504,506,14.67,14.42,14.08,55,83,satisfying,81,17,17.6,18.4
Poland,PUBTOTTR,2018,74,22,3,92,92,92,9.24,5.95,2.28,73,66,59,73.9,67.3,61.2,1.1,0.7,0.4,19814,210991,22,2.92,15,6,5.7,5.3,73.9,78,82,"","",6,maybe,6.2,1.55,1.52,1.47,27046,"","",84,86,88,1.1,72,52,62,58,56,2.6,549,466,502,504,506,14.67,14.42,14.08,55,83,satisfying,81,17,17.6,18.4
Poland,PUBTOTTR,2019,75.44,22,3,92,92,92,9.24,5.95,2.28,73,66,59,73.9,67.3,61.2,1.1,0.7,0.4,19814,210991,22,2.92,15,6,5.7,5.3,73.9,78,82,"","",6,maybe,6.2,1.55,1.52,1.47,27046,"","",84,86,88,1.1,72,52,62,58,56,2.6,549,466,502,504,506,14.67,14.42,14.08,55,83,satisfying,81,17,17.6,18.4
France,PUBTOTTR,2010,82.0269,13,0.5,79,78,78,10.38,7.67,4.92,69,65,62,76.1,70.5,65.5,0.6,0.5,0.3,31304,280653,21,4.11,15.09,8.1,7.6,7,79.2,82.4,85.5,7.3,5.9,6.6,maybe,6.4,4.2,4,3.79,43755,94,80,90,90,91,1.8,72,61,68,66,65,2.1,558,442,492,496,499,16.66,16.36,15.99,75,80,satisfying,82,16.2,16.5,16.8
France,PUBTOTTR,2011,82,13,0.5,79,78,78,10.38,7.67,4.92,69,65,62,76.1,70.5,65.5,0.6,0.5,0.3,31304,280653,21,4.11,15.09,8.1,7.6,7,79.2,82.4,85.5,7.3,5.9,6.6,maybe,6.4,4.2,4,3.79,43755,94,80,90,90,91,1.8,72,61,68,66,65,2.1,558,442,492,496,499,16.66,16.36,15.99,75,80,satisfying,82,16.2,16.5,16.8
France,PUBTOTTR,2012,82,13,0.5,79,78,78,10.38,7.67,4.92,69,65,62,76.1,70.5,65.5,0.6,0.5,0.3,31304,280653,21,4.11,15.09,8.1,7.6,7,79.2,82.4,85.5,7.3,5.9,6.6,maybe,6.4,4.2,4,3.79,43755,94,80,90,90,91,1.8,72,61,68,66,65,2.1,558,442,492,496,499,16.66,16.36,15.99,75,80,satisfying,82,16.2,16.5,16.8
France,PUBTOTTR,2013,82.1,13,0.5,79,78,78,10.38,7.67,4.92,69,65,62,76.1,70.5,65.5,0.6,0.5,0.3,31304,280653,21,4.11,15.09,8.1,7.6,7,79.2,82.4,85.5,7.3,5.9,6.6,maybe,6.4,4.2,4,3.79,43755,94,80,90,90,91,1.8,72,61,68,66,65,2.1,558,442,492,496,499,16.66,16.36,15.99,75,80,satisfying,82,16.2,16.5,16.8
France,PUBTOTTR,2014,80.2,13,0.5,79,78,78,10.38,7.67,4.92,69,65,62,76.1,70.5,65.5,0.6,0.5,0.3,31304,280653,21,4.11,15.09,8.1,7.6,7,79.2,82.4,85.5,7.3,5.9,6.6,maybe,6.4,4.2,4,3.79,43755,94,80,90,90,91,1.8,72,61,68,66,65,2.1,558,442,492,496,499,16.66,16.36,15.99,75,80,satisfying,82,16.2,16.5,16.8
France,PUBTOTTR,2015,82,13,0.5,79,78,78,10.38,7.67,4.92,69,65,62,76.1,70.5,65.5,0.6,0.5,0.3,31304,280653,21,4.11,15.09,8.1,7.6,7,79.2,82.4,85.5,7.3,5.9,6.6,maybe,6.4,4.2,4,3.79,43755,94,80,90,90,91,1.8,72,61,68,66,65,2.1,558,442,492,496,499,16.66,16.36,15.99,75,80,satisfying,82,16.2,16.5,16.8
France,PUBTOTTR,2016,82,13,0.5,79,78,78,10.38,7.67,4.92,69,65,62,76.1,70.5,65.5,0.6,0.5,0.3,31304,280653,21,4.11,15.09,8.1,7.6,7,79.2,82.4,85.5,7.3,5.9,6.6,maybe,6.4,4.2,4,3.79,43755,94,80,90,90,91,1.8,72,61,68,66,65,2.1,558,442,492,496,499,16.66,16.36,15.99,75,80,satisfying,82,16.2,16.5,16.8
France,PUBTOTTR,2017,82,13,0.5,79,78,78,10.38,7.67,4.92,69,65,62,76.1,70.5,65.5,0.6,0.5,0.3,31304,280653,21,4.11,15.09,8.1,7.6,7,79.2,82.4,85.5,7.3,5.9,6.6,maybe,6.4,4.2,4,3.79,43755,94,80,90,90,91,1.8,72,61,68,66,65,2.1,558,442,492,496,499,16.66,16.36,15.99,75,80,satisfying,82,16.2,16.5,16.8
France,PUBTOTTR,2018,81.1,13,0.5,79,78,78,10.38,7.67,4.92,69,65,62,76.1,70.5,65.5,0.6,0.5,0.3,31304,280653,21,4.11,15.09,8.1,7.6,7,79.2,82.4,85.5,7.3,5.9,6.6,maybe,6.4,4.2,4,3.79,43755,94,80,90,90,91,1.8,72,61,68,66,65,2.1,558,442,492,496,499,16.66,16.36,15.99,75,80,satisfying,82,16.2,16.5,16.8
Netherlands,TOTTR,2010,100,14,0.1,79,78,78,0.73,0.42,0.09,80,76,71,91.4,82,72.8,0.8,0.6,0.4,29333,157824,19,3.07,7.18,4.9,4.8,4.7,80,81.6,83.2,7.7,"",7.4,maybe,7.5,1.81,1.97,2.15,52877,"","",92,91,90,1.9,86,65,79,76,73,2.6,556,468,505,508,511,"","","",82,94,satisfying,92,18.6,18.7,18.7
Netherlands,TOTTR,2011,100,14,0.1,79,78,78,0.73,0.42,0.09,80,76,71,91.4,82,72.8,0.8,0.6,0.4,29333,157824,19,3.07,7.18,4.9,4.8,4.7,80,81.6,83.2,7.7,"",7.4,maybe,7.5,1.81,1.97,2.15,52877,"","",92,91,90,1.9,86,65,79,76,73,2.6,556,468,505,508,511,"","","",82,94,satisfying,92,18.6,18.7,18.7
Netherlands,TOTTR,2012,100,14,0.1,79,78,78,0.73,0.42,0.09,80,76,71,91.4,82,72.8,0.8,0.6,0.4,29333,157824,19,3.07,7.18,4.9,4.8,4.7,80,81.6,83.2,7.7,"",7.4,maybe,7.5,1.81,1.97,2.15,52877,"","",92,91,90,1.9,86,65,79,76,73,2.6,556,468,505,508,511,"","","",82,94,satisfying,92,18.6,18.7,18.7
Netherlands,TOTTR,2013,100,14,0.1,79,78,78,0.73,0.42,0.09,80,76,71,91.4,82,72.8,0.8,0.6,0.4,29333,157824,19,3.07,7.18,4.9,4.8,4.7,80,81.6,83.2,7.7,"",7.4,maybe,7.5,1.81,1.97,2.15,52877,"","",92,91,90,1.9,86,65,79,76,73,2.6,556,468,505,508,511,"","","",82,94,satisfying,92,18.6,18.7,18.7
Netherlands,TOTTR,2014,100,14,0.1,79,78,78,0.73,0.42,0.09,80,76,71,91.4,82,72.8,0.8,0.6,0.4,29333,157824,19,3.07,7.18,4.9,4.8,4.7,80,81.6,83.2,7.7,"",7.4,maybe,7.5,1.81,1.97,2.15,52877,"","",92,91,90,1.9,86,65,79,76,73,2.6,556,468,505,508,511,"","","",82,94,satisfying,92,18.6,18.7,18.7
Netherlands,TOTTR,2015,100,14,0.1,79,78,78,0.73,0.42,0.09,80,76,71,91.4,82,72.8,0.8,0.6,0.4,29333,157824,19,3.07,7.18,4.9,4.8,4.7,80,81.6,83.2,7.7,"",7.4,maybe,7.5,1.81,1.97,2.15,52877,"","",92,91,90,1.9,86,65,79,76,73,2.6,556,468,505,508,511,"","","",82,94,satisfying,92,18.6,18.7,18.7
Netherlands,TOTTR,2016,100,14,0.1,79,78,78,0.73,0.42,0.09,80,76,71,91.4,82,72.8,0.8,0.6,0.4,29333,157824,19,3.07,7.18,4.9,4.8,4.7,80,81.6,83.2,7.7,"",7.4,maybe,7.5,1.81,1.97,2.15,52877,"","",92,91,90,1.9,86,65,79,76,73,2.6,556,468,505,508,511,"","","",82,94,satisfying,92,18.6,18.7,18.7
Netherlands,TOTTR,2017,100,14,0.1,79,78,78,0.73,0.42,0.09,80,76,71,91.4,82,72.8,0.8,0.6,0.4,29333,157824,19,3.07,7.18,4.9,4.8,4.7,80,81.6,83.2,7.7,"",7.4,maybe,7.5,1.81,1.97,2.15,52877,"","",92,91,90,1.9,86,65,79,76,73,2.6,556,468,505,508,511,"","","",82,94,satisfying,92,18.6,18.7,18.7
Netherlands,TOTTR,2018,100,14,0.1,79,78,78,0.73,0.42,0.09,80,76,71,91.4,82,72.8,0.8,0.6,0.4,29333,157824,19,3.07,7.18,4.9,4.8,4.7,80,81.6,83.2,7.7,"",7.4,maybe,7.5,1.81,1.97,2.15,52877,"","",92,91,90,1.9,86,65,79,76,73,2.6,556,468,505,508,511,"","","",82,94,satisfying,92,18.6,18.7,18.7
Sweden,TOTTR,2010,100,6,0,82,83,84,1.54,1.07,0.59,78,77,75,87.9,75.6,63.2,1.3,0.9,0.5,31287,"",19,2.15,9.51,3.9,3.2,2.4,80.6,82.4,84.1,7.7,"",7.3,maybe,7.3,1.3,1.12,0.92,42393,92,"",91,91,92,1.7,86,64,78,75,72,2,543,454,488,496,504,15.12,15.18,15.23,86,96,satisfying,96,18.5,19.3,20.1
Sweden,TOTTR,2011,100,6,0,82,83,84,1.54,1.07,0.59,78,77,75,87.9,75.6,63.2,1.3,0.9,0.5,31287,"",19,2.15,9.51,3.9,3.2,2.4,80.6,82.4,84.1,7.7,"",7.3,maybe,7.3,1.3,1.12,0.92,42393,92,"",91,91,92,1.7,86,64,78,75,72,2,543,454,488,496,504,15.12,15.18,15.23,86,96,satisfying,96,18.5,19.3,20.1
Sweden,TOTTR,2012,100,6,0,82,83,84,1.54,1.07,0.59,78,77,75,87.9,75.6,63.2,1.3,0.9,0.5,31287,"",19,2.15,9.51,3.9,3.2,2.4,80.6,82.4,84.1,7.7,"",7.3,maybe,7.3,1.3,1.12,0.92,42393,92,"",91,91,92,1.7,86,64,78,75,72,2,543,454,488,496,504,15.12,15.18,15.23,86,96,satisfying,96,18.5,19.3,20.1
Sweden,TOTTR,2013,100,6,0,82,83,84,1.54,1.07,0.59,78,77,75,87.9,75.6,63.2,1.3,0.9,0.5,31287,"",19,2.15,9.51,3.9,3.2,2.4,80.6,82.4,84.1,7.7,"",7.3,maybe,7.3,1.3,1.12,0.92,42393,92,"",91,91,92,1.7,86,64,78,75,72,2,543,454,488,496,504,15.12,15.18,15.23,86,96,satisfying,96,18.5,19.3,20.1
Sweden,TOTTR,2014,100,6,0,82,83,84,1.54,1.07,0.59,78,77,75,87.9,75.6,63.2,1.3,0.9,0.5,31287,"",19,2.15,9.51,3.9,3.2,2.4,80.6,82.4,84.1,7.7,"",7.3,maybe,7.3,1.3,1.12,0.92,42393,92,"",91,91,92,1.7,86,64,78,75,72,2,543,454,488,496,504,15.12,15.18,15.23,86,96,satisfying,96,18.5,19.3,20.1
Sweden,TOTTR,2015,100,6,0,82,83,84,1.54,1.07,0.59,78,77,75,87.9,75.6,63.2,1.3,0.9,0.5,31287,"",19,2.15,9.51,3.9,3.2,2.4,80.6,82.4,84.1,7.7,"",7.3,maybe,7.3,1.3,1.12,0.92,42393,92,"",91,91,92,1.7,86,64,78,75,72,2,543,454,488,496,504,15.12,15.18,15.23,86,96,satisfying,96,18.5,19.3,20.1
